slot_number,month,days_active,hold,denomination,location,coin_in
592,7,31,9.47,.05,"S",119770.9
592,8,30,9.47,.05,"S",126170.5
592,11,31,9.47,.05,"S",146211.2
592,13,29,9.47,.05,"S",93512.14
593,3,30,9.47,.05,"S",90684.79
593,4,31,9.47,.05,"S",118633.6
593,6,31,9.47,.05,"S",85303.06
593,7,31,9.47,.05,"S",70418.69
593,8,30,9.47,.05,"S",98546.45
593,11,31,9.47,.05,"S",119945.6
593,13,29,9.47,.05,"S",115365.9
594,3,30,9.47,.05,"S",85778.77
594,4,31,9.47,.05,"S",133065.5
594,6,31,9.47,.05,"S",89230.73
594,7,31,9.47,.05,"S",101079.7
594,8,30,9.47,.05,"S",127866.9
594,11,31,9.47,.05,"S",130817.3
594,13,29,9.47,.05,"S",127769.3
595,3,13,12.37,.05,"R",46333.87
595,4,31,12.37,.05,"R",168956.3
595,7,31,12.37,.05,"R",111800.3
595,8,30,12.37,.05,"R",203896.9
595,11,31,12.37,.05,"R",183867.8
595,13,29,12.37,.05,"R",183467.3
596,3,13,12.37,.05,"R",25658.45
596,4,31,12.37,.05,"R",105574.8
596,7,31,12.37,.05,"R",112688
596,8,30,12.37,.05,"R",168785.4
596,11,31,12.37,.05,"R",173276.9
596,13,29,12.37,.05,"R",132838.7
597,3,13,12.37,.05,"R",43536.78
597,4,31,12.37,.05,"R",91955.54
597,7,31,12.37,.05,"R",99068.71
597,8,30,12.37,.05,"R",152357.3
597,11,31,12.37,.05,"R",166340.7
597,13,29,12.37,.05,"R",149099.8
598,3,13,12.37,.05,"R",53008.89
598,4,31,12.37,.05,"R",87768.39
598,7,31,12.37,.05,"R",89458.77
598,8,30,12.37,.05,"R",162417.1
598,11,31,12.37,.05,"R",147972.1
598,13,29,12.37,.05,"R",121387.6
599,3,13,12.37,.05,"R",34031.93
599,4,31,12.37,.05,"R",116567.1
599,7,31,12.37,.05,"R",101381.2
599,8,30,12.37,.05,"R",110863.8
599,11,31,12.37,.05,"R",105486.7
599,13,29,12.37,.05,"R",131980.2
600,3,13,12.37,.05,"R",42482.21
600,4,31,12.37,.05,"R",103304.4
600,7,31,12.37,.05,"R",120680.7
600,8,30,12.37,.05,"R",177999.6
600,11,31,12.37,.05,"R",102234.8
600,13,29,12.37,.05,"R",115515
601,3,13,9.74,.05,"R",57148.36
601,4,31,9.74,.05,"R",102468.7
601,7,31,9.74,.05,"R",139361.9
601,8,30,9.74,.05,"R",127975.9
601,11,31,9.74,.05,"R",155718.2
601,13,29,9.74,.05,"R",96673
602,3,13,9.74,.05,"R",48917.35
602,4,31,9.74,.05,"R",100547.2
602,7,31,9.74,.05,"R",111124.7
602,8,30,9.74,.05,"R",113891.7
602,11,31,9.74,.05,"R",120362.9
602,13,29,9.74,.05,"R",137508.2
603,3,13,9.74,.05,"R",36959.96
603,4,31,9.74,.05,"R",109254.1
603,7,31,9.74,.05,"R",144329.1
603,8,30,9.74,.05,"R",128866.5
603,11,31,9.74,.05,"R",150939.4
603,13,29,9.74,.05,"R",161138.6
604,3,13,9.74,.05,"R",48443.02
604,4,31,9.74,.05,"R",104744.9
604,7,31,9.74,.05,"R",98666.84
604,8,30,9.74,.05,"R",130446.6
604,11,31,9.74,.05,"R",132582.1
604,13,29,9.74,.05,"R",134366.5
605,3,13,9.74,.05,"R",80937.38
605,4,31,9.74,.05,"R",149015.4
605,7,31,9.74,.05,"R",121417.9
605,8,30,9.74,.05,"R",109116
605,11,31,9.74,.05,"R",110692
605,13,29,9.74,.05,"R",101444.1
606,3,13,9.74,.05,"R",86643.23
606,4,31,9.74,.05,"R",147212
606,7,31,9.74,.05,"R",144768.5
606,8,30,9.74,.05,"R",151744.9
606,11,31,9.74,.05,"R",190856.3
606,13,29,9.74,.05,"R",144501.5
607,3,13,11.82,.05,"R",38278.77
607,4,31,11.82,.05,"R",109763.1
607,7,31,11.82,.05,"R",121670.5
608,3,13,11.82,.05,"R",43438.24
608,4,31,11.82,.05,"R",98915.4
608,7,31,11.82,.05,"R",76508.04
609,3,13,11.82,.05,"R",35939.51
609,4,31,11.82,.05,"R",81176.82
609,7,31,11.82,.05,"R",85833.34
610,3,13,11.82,.05,"R",27191.2
610,4,31,11.82,.05,"R",78740.27
610,7,31,11.82,.05,"R",72853.64
611,3,13,11.82,.05,"R",22971.24
611,4,31,11.82,.05,"R",97900.59
611,7,31,11.82,.05,"R",77529.61
612,3,13,11.82,.05,"R",37196.28
612,4,31,11.82,.05,"R",75027.92
612,7,31,11.82,.05,"R",91017.77
613,3,13,11.82,.05,"R",38464.89
613,4,31,11.82,.05,"R",91041.03
613,7,31,11.82,.05,"R",91036.8
613,8,25,11.73,.05,"R",184358.5
613,11,31,11.82,.05,"R",147948
613,13,29,11.82,.05,"R",99349.41
614,3,13,11.82,.05,"R",40565.99
614,4,31,11.82,.05,"R",69199.24
614,7,31,11.82,.05,"R",75525.38
614,8,25,11.73,.05,"R",210841
614,11,31,11.82,.05,"R",148776.7
614,13,29,11.82,.05,"R",114926.4
615,3,13,11.82,.05,"R",41850.68
615,4,31,11.82,.05,"R",68284.27
615,7,31,11.82,.05,"R",76497.88
615,8,25,11.73,.05,"R",217702
615,11,31,11.82,.05,"R",131199.2
615,13,29,11.82,.05,"R",108133.3
616,3,13,11.82,.05,"R",33522.42
616,4,31,11.82,.05,"R",103710.2
616,7,31,11.82,.05,"R",84692.05
616,8,25,11.73,.05,"R",217147.5
616,11,31,11.82,.05,"R",151505.1
616,13,29,11.82,.05,"R",115264.8
617,3,13,11.82,.05,"R",32620.14
617,4,31,11.82,.05,"R",86287.23
617,7,31,11.82,.05,"R",85369.72
617,8,25,11.73,.05,"R",183318.4
617,11,31,11.82,.05,"R",137078.7
617,13,29,11.82,.05,"R",88147.63
618,3,13,11.82,.05,"R",43396.36
618,4,31,11.82,.05,"R",139570.2
618,7,31,11.82,.05,"R",163980.1
618,8,25,11.73,.05,"R",205224.2
618,11,31,11.82,.05,"R",170956.9
618,13,29,11.82,.05,"R",147677.2
619,7,11,11.99,.05,"D",39631.36
620,7,11,11.99,.05,"D",33424.94
621,7,11,11.99,.05,"D",45778.98
622,7,11,11.99,.05,"D",39271.89
623,7,11,11.99,.05,"D",37367.39
624,7,11,11.99,.05,"D",44076.31
625,7,11,11.99,.05,"D",21751.88
626,7,11,11.99,.05,"D",35279.4
627,7,11,11.99,.05,"D",50194.75
628,7,11,11.99,.05,"D",58891.58
629,4,31,11.78,.05,"D",181023.4
629,7,11,11.78,.05,"D",43674.45
629,8,30,11.78,.05,"D",178713.5
629,11,31,11.78,.05,"D",189556
629,13,29,11.78,.05,"D",159293.3
630,4,31,11.78,.05,"D",184051.8
630,7,11,11.78,.05,"D",38594.66
630,8,30,11.78,.05,"D",207389.6
630,11,31,11.78,.05,"D",161535.2
630,13,29,11.78,.05,"D",126525.9
631,4,31,11.78,.05,"D",128576
631,7,11,11.78,.05,"D",32341.68
631,8,30,11.78,.05,"D",122217.7
631,11,31,11.78,.05,"D",156265.3
631,13,29,11.78,.05,"D",166488.1
632,4,31,11.78,.05,"D",159197.8
632,7,11,11.78,.05,"D",3422.326
632,8,30,11.78,.05,"D",207480.9
632,11,31,11.78,.05,"D",152541.6
632,13,29,11.78,.05,"D",198983.5
633,4,31,11.78,.05,"D",129404.5
633,7,11,11.78,.05,"D",49201.62
633,8,30,11.78,.05,"D",164745.3
633,11,31,11.78,.05,"D",154765.3
633,13,29,11.78,.05,"D",165966.5
634,4,31,11.78,.05,"D",154786.5
634,7,11,11.78,.05,"D",20801.36
634,8,30,11.78,.05,"D",169222.4
634,11,31,11.78,.05,"D",149476.7
634,13,29,11.78,.05,"D",129211.8
635,4,31,11.78,.05,"D",130564.9
635,7,11,11.78,.05,"D",43039.05
635,8,30,11.78,.05,"D",203231.8
635,11,31,11.78,.05,"D",136670.2
635,13,29,11.78,.05,"D",106082.3
636,4,31,11.78,.05,"D",170852.3
636,7,11,11.78,.05,"D",31066.64
636,8,30,11.78,.05,"D",198628.6
636,11,31,11.78,.05,"D",162118.8
636,13,29,11.78,.05,"D",215987.3
637,4,31,11.78,.05,"D",148888.8
637,7,11,11.78,.05,"D",51276.32
637,8,30,11.78,.05,"D",133603.6
637,11,31,11.78,.05,"D",184706.3
637,13,29,11.78,.05,"D",159115.9
638,4,31,11.78,.05,"D",164279.3
638,7,11,11.78,.05,"D",70997.03
638,8,30,11.78,.05,"D",195530.1
638,11,31,11.78,.05,"D",207358.7
638,13,29,11.78,.05,"D",209548.8
639,4,31,11.78,.05,"D",107093.4
639,7,11,11.78,.05,"D",31109.08
639,8,30,11.78,.05,"D",148778.9
639,11,31,11.78,.05,"D",185822.2
639,13,29,11.78,.05,"D",148113.8
640,4,31,11.78,.05,"D",156337.9
640,7,11,11.78,.05,"D",41909.59
640,8,30,11.78,.05,"D",221853.2
640,11,31,11.78,.05,"D",182151.1
640,13,29,11.78,.05,"D",150115
641,4,31,11.78,.05,"D",109209.3
641,7,11,11.78,.05,"D",32547.96
641,8,30,11.78,.05,"D",133968.6
641,11,31,11.78,.05,"D",211912.6
641,13,29,11.78,.05,"D",139143
642,4,31,11.78,.05,"D",177817.1
642,7,11,11.78,.05,"D",36698.21
642,8,30,11.78,.05,"D",168961.8
642,11,31,11.78,.05,"D",207067.9
642,13,29,11.78,.05,"D",171549.7
643,4,31,11.78,.05,"D",152177.9
643,7,11,11.78,.05,"D",30581.92
643,8,30,11.78,.05,"D",124364.2
643,11,31,11.78,.05,"D",177413
643,13,29,11.78,.05,"D",145478.4
644,4,31,11.78,.05,"D",139325.1
644,7,11,11.78,.05,"D",44112.9
644,8,30,11.78,.05,"D",188109.5
644,11,31,11.78,.05,"D",133345.5
644,13,29,11.78,.05,"D",132734.7
645,4,31,11.78,.05,"D",172915.5
645,7,11,11.78,.05,"D",31871.82
645,8,30,11.78,.05,"D",152731.3
645,11,31,11.78,.05,"D",195838.3
645,13,29,11.78,.05,"D",111559.4
646,4,31,11.78,.05,"D",101331.9
646,7,11,11.78,.05,"D",37010.61
646,8,30,11.78,.05,"D",155344.7
646,11,31,11.78,.05,"D",194584
646,13,29,11.78,.05,"D",204292.9
647,1,28,7.46,2,"F",96621.98
647,2,31,7.46,2,"F",238284.2
647,3,30,7.46,2,"F",97453.09
647,4,31,7.46,2,"F",86568.37
647,5,30,7.46,2,"F",104691.7
647,6,31,7.46,2,"F",53324.4
647,7,31,7.46,2,"F",97050.94
647,8,30,7.46,2,"F",179088.5
647,9,31,7.46,2,"F",78203.75
647,10,30,7.46,2,"F",306085.8
647,11,31,7.46,2,"F",161179.6
647,12,31,7.46,2,"F",214557.6
647,13,29,7.46,2,"F",137855.2
647,14,31,7.46,2,"F",314691.7
647,15,30,7.46,2,"F",114101.9
647,16,31,7.46,2,"F",329383.4
648,1,28,7.46,2,"F",163619.3
648,2,31,7.46,2,"F",57935.66
648,3,30,7.46,2,"F",100107.2
648,4,31,7.46,2,"F",30750.67
648,5,30,7.46,2,"F",184798.9
648,6,31,7.46,2,"F",63002.68
648,7,31,7.46,2,"F",174879.4
648,8,30,7.46,2,"F",110455.8
648,9,31,7.46,2,"F",171581.8
648,10,30,7.46,2,"F",4289.544
648,11,31,7.46,2,"F",64584.45
648,12,31,7.46,2,"F",190241.3
648,13,29,7.46,2,"F",128016.1
648,14,31,7.46,2,"F",89839.14
648,15,30,7.46,2,"F",121233.2
648,16,31,7.46,2,"F",81823.05
649,1,28,7.46,2,"F",211903.5
649,2,31,7.46,2,"F",183351.2
649,3,30,7.46,2,"F",157560.3
649,4,31,7.46,2,"F",139597.9
649,5,30,7.46,2,"F",71072.38
649,6,31,7.46,2,"F",355630
649,7,31,7.46,2,"F",150402.1
649,8,30,7.46,2,"F",166541.5
649,9,31,7.46,2,"F",428.9544
649,10,30,7.46,2,"F",154075.1
649,11,31,7.46,2,"F",192118
649,12,31,7.46,2,"F",165469.2
649,13,29,7.46,2,"F",64691.69
649,14,31,7.46,2,"F",246487.9
649,15,30,7.46,2,"F",103431.6
649,16,31,7.46,2,"F",156461.1
650,1,28,7.46,2,"F",267721.2
650,2,31,7.46,2,"F",91179.63
650,3,30,7.46,2,"F",101206.4
650,4,31,7.46,2,"F",160482.6
650,5,30,7.46,2,"F",156059
650,6,31,7.46,2,"F",266193
650,7,31,7.46,2,"F",187506.7
650,8,30,7.46,2,"F",121018.8
650,9,31,7.46,2,"F",244182.3
650,10,30,7.46,2,"F",57855.23
650,11,31,7.46,2,"F",251313.7
650,12,31,7.46,2,"F",191983.9
650,13,29,7.46,2,"F",183297.6
650,14,31,7.46,2,"F",141018.8
650,15,30,7.46,2,"F",75442.36
650,16,31,7.46,2,"F",313538.9
651,1,28,7.46,2,"F",197345.8
651,2,31,7.46,2,"F",141367.3
651,3,30,7.46,2,"F",124477.2
651,5,30,7.46,2,"F",124155.5
651,6,31,7.46,2,"F",142546.9
651,7,31,7.46,2,"F",121823.1
651,8,30,7.46,2,"F",50670.24
651,9,31,7.46,2,"F",152922.3
651,10,30,7.46,2,"F",200375.3
651,11,31,7.46,2,"F",180509.4
651,13,29,7.46,2,"F",106112.6
651,14,31,7.46,2,"F",143833.8
651,15,30,7.46,2,"F",82010.73
651,16,31,7.46,2,"F",103941
652,2,31,7.49,2,"F",31535.38
652,3,30,7.49,2,"F",102269.7
652,4,31,7.49,2,"F",145847.8
652,5,30,7.49,2,"F",8678.238
652,6,31,7.49,2,"F",133911.9
652,7,31,7.49,2,"F",113057.4
652,8,30,7.49,2,"F",173831.8
652,9,31,7.49,2,"F",78878.51
652,10,30,7.49,2,"F",126835.8
652,11,31,7.49,2,"F",30493.99
652,12,31,7.49,2,"F",175674.2
652,13,29,7.49,2,"F",104432.6
652,14,31,7.49,2,"F",212176.2
652,15,30,7.49,2,"F",129960
652,16,31,7.49,2,"F",91321.77
653,2,31,7.49,2,"F",103978.6
653,3,30,7.49,2,"F",110520.7
653,4,31,7.49,2,"F",146488.7
653,5,30,7.49,2,"F",98851.8
653,6,31,7.49,2,"F",168891.9
653,7,31,7.49,2,"F",178504.7
653,8,30,7.49,2,"F",81548.73
653,9,31,7.49,2,"F",119679.6
653,10,30,7.49,2,"F",144512.7
653,11,31,7.49,2,"F",183097.5
653,12,31,7.49,2,"F",197169.6
653,13,29,7.49,2,"F",100774.4
653,14,31,7.49,2,"F",173244.3
653,15,30,7.49,2,"F",29853.14
653,16,31,7.49,2,"F",109132.2
654,1,28,7.52,2,"F",137207.5
654,2,31,7.52,2,"F",19494.68
654,3,30,7.52,2,"F",123404.3
654,4,31,7.52,2,"F",78537.23
654,5,30,7.52,2,"F",108244.7
654,6,31,7.52,2,"F",91861.7
654,7,31,7.52,2,"F",155133
654,8,30,7.52,2,"F",110718.1
654,9,31,7.52,2,"F",8058.511
654,10,30,7.52,2,"F",180239.4
654,11,31,7.52,2,"F",157180.8
654,12,31,7.52,2,"F",104468.1
654,13,29,7.52,2,"F",98031.91
654,14,31,7.52,2,"F",203058.5
654,15,30,7.52,2,"F",113351.1
654,16,31,7.52,2,"F",89760.64
655,1,28,7.52,2,"F",170877.7
655,2,31,7.52,2,"F",180851.1
655,3,30,7.52,2,"F",149920.2
655,4,31,7.52,2,"F",56542.55
655,5,30,7.52,2,"F",197633
655,6,31,7.52,2,"F",168909.6
655,7,31,7.52,2,"F",125425.5
655,8,30,7.52,2,"F",101702.1
655,9,31,7.52,2,"F",165478.7
655,10,30,7.52,2,"F",177393.6
655,11,31,7.52,2,"F",177739.4
655,12,31,7.52,2,"F",235904.3
655,13,29,7.52,2,"F",85239.36
655,14,31,7.52,2,"F",221143.6
655,15,30,7.52,2,"F",153962.8
655,16,31,7.52,2,"F",139148.9
656,1,28,7.49,2,"F",43230.98
656,2,31,7.49,2,"F",93190.92
656,3,30,7.49,2,"F",76528.71
656,5,30,7.49,2,"F",88117.49
656,6,31,7.49,2,"F",55807.75
656,7,31,7.49,2,"F",24672.9
656,8,30,7.49,2,"F",63177.57
656,9,31,7.49,2,"F",53190.92
656,10,30,7.49,2,"F",58825.1
656,11,31,7.49,2,"F",79599.47
656,12,31,7.49,2,"F",67289.72
656,13,29,7.49,2,"F",83578.11
656,14,31,7.49,2,"F",83845.13
656,15,30,7.49,2,"F",66889.19
656,16,31,7.49,2,"F",146381.8
657,1,28,7.49,2,"F",180907.9
657,2,31,7.49,2,"F",178851.8
657,3,30,7.49,2,"F",199305.8
657,4,31,7.49,2,"F",116608.8
657,5,30,7.49,2,"F",154579.4
657,6,31,7.49,2,"F",185233.7
657,7,31,7.49,2,"F",114980
657,8,30,7.49,2,"F",87156.21
657,9,31,7.49,2,"F",136929.3
657,10,30,7.49,2,"F",82963.95
657,11,31,7.49,2,"F",149185.6
657,13,29,7.49,2,"F",103471.3
657,14,31,7.49,2,"F",230173.6
657,15,30,7.49,2,"F",65740.99
657,16,31,7.49,2,"F",261789.1
658,2,31,7.49,2,"F",251962.6
658,4,31,7.49,2,"F",256956
658,5,30,7.49,2,"F",289879.8
658,6,31,7.49,2,"F",286809.1
658,8,30,7.49,2,"F",183684.9
658,9,31,7.49,2,"F",109212.3
658,10,30,7.49,2,"F",3765.02
658,11,31,7.49,2,"F",295781.1
658,12,31,7.49,2,"F",170093.5
658,13,29,7.49,2,"F",215727.6
658,15,30,7.49,2,"F",133538.1
658,16,31,7.49,2,"F",192870.5
659,1,28,7.49,2,"F",44299.07
659,2,31,7.49,2,"F",193511.4
659,3,30,7.49,2,"F",162483.3
659,4,31,7.49,2,"F",179412.6
659,5,30,7.49,2,"F",209372.5
659,8,30,7.49,2,"F",162750.3
659,9,31,7.49,2,"F",441228.3
659,10,30,7.49,2,"F",281201.6
659,11,31,7.49,2,"F",98024.03
659,14,31,7.49,2,"F",137490
659,15,30,7.49,2,"F",172550.1
659,16,31,7.49,2,"F",4726.302
660,1,28,7.45,2,"F",174604
660,3,30,7.45,2,"F",46577.18
660,4,31,7.45,2,"F",60241.61
660,5,30,7.45,2,"F",129315.4
660,6,31,7.45,2,"F",212885.9
660,7,31,7.45,2,"F",205154.4
660,10,30,7.45,2,"F",69959.73
660,11,31,7.45,2,"F",180832.2
660,12,31,7.45,2,"F",130040.3
660,13,29,7.45,2,"F",184724.8
660,14,31,7.45,2,"F",182067.1
660,15,30,7.45,2,"F",148751.7
660,16,31,7.45,2,"F",255382.6
661,1,28,7.45,2,"F",17100.67
661,2,31,7.45,2,"F",107275.2
661,3,30,7.45,2,"F",89127.52
661,4,31,7.45,2,"F",258255
661,5,30,7.45,2,"F",290657.7
661,6,31,7.45,2,"F",121986.6
661,7,31,7.45,2,"F",8080.537
661,8,30,7.45,2,"F",284187.9
661,9,31,7.45,2,"F",317476.5
661,10,30,7.45,2,"F",265691.3
661,11,31,7.45,2,"F",188617.5
661,12,31,7.45,2,"F",278228.2
661,13,29,7.45,2,"F",114899.3
661,14,31,7.45,2,"F",88456.38
661,15,30,7.45,2,"F",326416.1
661,16,31,7.45,2,"F",116724.8
662,1,28,9.81,2,"F",81141.69
662,2,31,9.81,2,"F",88725.79
662,3,30,9.81,2,"F",93822.63
662,4,31,9.81,2,"F",57920.49
662,5,30,9.81,2,"F",77614.67
662,6,31,9.81,2,"F",101223.2
662,7,31,9.81,2,"F",33211.01
662,8,30,9.81,2,"F",86462.79
662,9,31,9.81,2,"F",91620.79
662,10,30,9.81,2,"F",72028.54
662,11,31,9.81,2,"F",31070.34
662,12,31,9.81,2,"F",70642.2
662,13,29,9.81,2,"F",6340.469
662,14,31,9.81,2,"F",110051
662,15,30,9.81,2,"F",40122.32
662,16,31,9.81,2,"F",38246.68
663,1,28,9.81,2,"F",103384.3
663,3,30,9.81,2,"F",67686.03
663,4,31,9.81,2,"F",146075.4
663,7,31,9.81,2,"F",93435.27
663,8,30,9.81,2,"F",84240.57
663,9,31,9.81,2,"F",119959.2
663,10,30,9.81,2,"F",106462.8
663,11,31,9.81,2,"F",146707.4
663,12,31,9.81,2,"F",89683.99
663,13,29,9.81,2,"F",133414.9
663,14,31,9.81,2,"F",124301.7
663,15,30,9.81,2,"F",67665.64
663,16,31,9.81,2,"F",120835.9
664,1,28,7.53,2,"F",168605.6
664,2,31,7.53,2,"F",172297.5
664,3,30,7.53,2,"F",69853.91
664,4,31,7.53,2,"F",210571
664,5,30,7.53,2,"F",359654.7
664,6,31,7.53,2,"F",103798.1
664,7,31,7.53,2,"F",165444.9
664,8,30,7.53,2,"F",231766.3
664,9,31,7.53,2,"F",136972.1
664,10,30,7.53,2,"F",282098.3
664,11,31,7.53,2,"F",157503.3
664,12,31,7.53,2,"F",202496.7
664,13,29,7.53,2,"F",132031.9
664,14,31,7.53,2,"F",321248.3
664,15,30,7.53,2,"F",241540.5
664,16,31,7.53,2,"F",85710.49
665,1,28,11.61,.25,"M",60333.77
665,2,31,11.61,.25,"M",44922.48
665,3,30,11.61,.25,"M",24668.39
665,4,31,11.61,.25,"M",26843.24
665,5,30,11.61,.25,"M",54425.07
665,6,31,11.61,.25,"M",48150.3
665,7,31,11.61,.25,"M",13365.63
665,8,30,11.61,.25,"M",22437.55
665,9,31,11.61,.25,"M",45480.19
665,10,30,11.61,.25,"M",41190.79
665,11,31,11.61,.25,"M",32706.72
665,12,31,11.61,.25,"M",45689.06
665,13,29,11.61,.25,"M",36780.79
665,14,31,11.61,.25,"M",45820.41
665,15,30,11.61,.25,"M",28059.86
665,16,31,11.61,.25,"M",30223.95
666,1,28,11.84,.25,"B",79558.7
666,2,31,11.84,.25,"B",82172.72
666,3,30,11.84,.25,"B",53070.1
666,4,31,11.84,.25,"B",37225.51
666,5,30,11.84,.25,"B",110561.7
666,6,31,11.84,.25,"B",71034.63
666,7,31,11.84,.25,"B",41406.25
666,8,30,11.84,.25,"B",63785.89
666,9,31,11.84,.25,"B",74668.49
666,10,30,11.84,.25,"B",94491.13
666,11,31,11.84,.25,"B",63978.04
666,12,31,11.84,.25,"B",74060.39
666,13,29,11.84,.25,"B",49275.76
666,14,31,11.84,.25,"B",98251.69
666,15,30,11.84,.25,"B",65804.48
666,16,31,11.84,.25,"B",69239.87
667,1,28,11.78,.25,"U",57224.11
667,2,31,11.78,.25,"U",14804.75
667,3,30,11.78,.25,"U",41861.21
667,4,31,11.78,.25,"U",16786.93
667,5,30,11.78,.25,"U",64866.3
667,6,31,11.78,.25,"U",28788.2
667,7,31,11.78,.25,"U",38531.41
667,9,31,11.78,.25,"U",40398.98
667,10,30,11.78,.25,"U",31061.12
667,12,31,11.78,.25,"U",50753.4
667,14,31,11.78,.25,"U",26436.76
667,15,30,11.78,.25,"U",45146.44
667,16,31,11.78,.25,"U",28546.27
668,1,28,9.75,.25,"J",33102.56
668,2,31,9.75,.25,"J",35517.95
668,3,30,9.75,.25,"J",28730.77
668,4,31,9.75,.25,"J",35617.95
668,5,30,9.75,.25,"J",40964.1
668,6,31,9.75,.25,"J",11748.72
668,7,31,9.75,.25,"J",5528.205
668,8,30,9.75,.25,"J",30453.85
668,9,31,9.75,.25,"J",33925.64
668,10,30,9.75,.25,"J",23356.41
668,11,31,9.75,.25,"J",22789.74
668,12,31,9.75,.25,"J",44258.97
668,13,29,9.75,.25,"J",18205.13
668,14,31,9.75,.25,"J",39397.44
668,15,30,9.75,.25,"J",34017.95
668,16,31,9.75,.25,"J",30876.92
669,1,28,11.61,.25,"M",39832.04
669,2,31,11.61,.25,"M",52995.27
669,3,30,11.61,.25,"M",23083.55
669,4,31,11.61,.25,"M",17024.12
669,5,30,11.61,.25,"M",47549.53
669,6,31,11.61,.25,"M",36164.95
669,7,31,11.61,.25,"M",25277.78
669,8,30,11.61,.25,"M",17088.72
669,9,31,11.61,.25,"M",32695.95
669,10,30,11.61,.25,"M",42321.28
669,11,31,11.61,.25,"M",20170.11
669,12,31,11.61,.25,"M",38124.46
669,13,29,11.61,.25,"M",22510.77
669,14,31,11.61,.25,"M",41860.46
669,15,30,11.61,.25,"M",40633.07
669,16,31,11.61,.25,"M",42437.55
670,1,28,11.78,.25,"M",25974.11
670,2,31,11.78,.25,"M",30772.5
670,3,30,11.78,.25,"M",32971.14
670,4,31,11.78,.25,"M",9378.184
670,5,30,11.78,.25,"M",37474.54
670,6,31,11.78,.25,"M",39185.06
670,7,31,11.78,.25,"M",29429.12
670,8,30,11.78,.25,"M",30851.02
670,9,31,11.78,.25,"M",19978.78
670,10,30,11.78,.25,"M",39783.53
670,11,31,11.78,.25,"M",10810.7
670,12,31,11.78,.25,"M",33894.31
670,13,29,11.78,.25,"M",18455.01
670,14,31,11.78,.25,"M",48601.45
670,15,30,11.78,.25,"M",34813.24
670,16,31,11.78,.25,"M",53255.52
671,1,28,11.61,.25,"M",88029.72
671,2,31,11.61,.25,"M",64009.48
671,3,30,11.61,.25,"M",68819.98
671,4,31,11.61,.25,"M",44261.41
671,5,30,11.61,.25,"M",88585.27
671,6,31,11.61,.25,"M",66660.21
671,7,31,11.61,.25,"M",37207.15
671,8,30,11.61,.25,"M",54982.77
671,9,31,11.61,.25,"M",63257.97
671,10,30,11.61,.25,"M",62353.58
671,11,31,11.61,.25,"M",61363.05
671,12,31,11.61,.25,"M",96815.25
671,13,29,11.61,.25,"M",49827.73
671,14,31,11.61,.25,"M",78845.83
671,15,30,11.61,.25,"M",46429.8
671,16,31,11.61,.25,"M",84134.37
672,1,28,11.61,.25,"B",80897.94
672,2,31,11.61,.25,"B",120742.9
672,3,30,11.61,.25,"B",67553.84
672,4,31,11.61,.25,"B",56744.19
672,5,30,11.61,.25,"B",76541.77
672,6,31,11.61,.25,"B",64900.95
672,7,31,11.61,.25,"B",36869.08
672,8,30,11.61,.25,"B",83385.02
672,9,31,11.61,.25,"B",74717.91
672,10,30,11.61,.25,"B",80938.85
672,11,31,11.61,.25,"B",61195.09
672,12,31,11.61,.25,"B",62568.91
672,13,29,11.61,.25,"B",64414.3
672,14,31,11.61,.25,"B",80305.77
672,15,30,11.61,.25,"B",68690.79
672,16,31,11.61,.25,"B",75516.8
673,1,28,11.61,.25,"B",104037.5
673,2,31,11.61,.25,"B",91606.38
673,3,30,11.61,.25,"B",56813.09
673,4,31,11.61,.25,"B",51800.17
673,5,30,11.61,.25,"B",47988.8
673,6,31,11.61,.25,"B",84509.05
673,7,31,11.61,.25,"B",49724.38
673,8,30,11.61,.25,"B",58410.86
673,9,31,11.61,.25,"B",86264
673,10,30,11.61,.25,"B",90876.4
673,11,31,11.61,.25,"B",65411.29
673,12,31,11.61,.25,"B",93531.44
673,13,29,11.61,.25,"B",50165.81
673,14,31,11.61,.25,"B",105900.1
673,15,30,11.61,.25,"B",70066.76
673,16,31,11.61,.25,"B",90036.61
674,1,28,11.84,.25,"B",51830.66
674,2,31,11.84,.25,"B",72428.21
674,3,30,11.84,.25,"B",62987.75
674,4,31,11.84,.25,"B",54349.66
674,5,30,11.84,.25,"B",62687.92
674,6,31,11.84,.25,"B",54237.75
674,7,31,11.84,.25,"B",30821.37
674,8,30,11.84,.25,"B",50253.38
674,9,31,11.84,.25,"B",54497.46
674,10,30,11.84,.25,"B",78591.64
674,11,31,11.84,.25,"B",68621.2
674,12,31,11.84,.25,"B",59917.65
674,13,29,11.84,.25,"B",54666.38
674,14,31,11.84,.25,"B",52844.17
674,15,30,11.84,.25,"B",62312.08
674,16,31,11.84,.25,"B",68072.21
675,1,28,9.97,.25,"U",18355.06
675,2,31,9.97,.25,"U",64581.24
675,3,30,9.97,.25,"U",73430.29
675,4,31,9.97,.25,"U",40333.5
675,5,30,9.97,.25,"U",49455.87
675,6,31,9.97,.25,"U",92342.02
675,7,31,9.97,.25,"U",68864.09
675,9,31,9.97,.25,"U",41514.54
675,10,30,9.97,.25,"U",61191.07
675,12,31,9.97,.25,"U",39628.89
675,13,29,9.97,.25,"U",91055.66
675,14,31,9.97,.25,"U",69277.83
